test_set,blur_size,noise_level,accuracy,f1,precision_overall,recall_overall,precision_immune,precision_other,precision_stromal,precision_tumour,recall_immune,recall_other,recall_stromal,recall_tumour,f1_immune,f1_other,f1_stromal,f1_tumour,confidence_overall,confidence_immune_avg,confidence_other_avg,confidence_stromal_avg,confidence_tumour_avg,confidence_immune_std,confidence_other_std,confidence_stromal_std,confidence_tumour_std,count_pred_immune,count_pred_other,count_pred_stromal,count_pred_tumour,confusion_matrix
1,3,20,0.25375,0.1665476775361649,0.12711266191289936,0.25375,0.25598904859685145,0.0,0.25246159905474597,0.0,0.374,0.0,0.641,0.0,0.30394148720032504,0.0,0.36224922294433454,0.0,0.7428872,0.7081477,nan,0.76287717,nan,0.13389985,nan,0.13888246,nan,1461,0,2539,0,"[[374, 0, 626, 0], [362, 0, 638, 0], [359, 0, 641, 0], [366, 0, 634, 0]]"
1,5,20,0.2575,0.16674820384502329,0.12686141162352013,0.2575,0.2406755805770584,0.0,0.2667700659170221,0.0,0.342,0.0,0.688,0.0,0.2825278810408922,0.0,0.38446493433920087,0.0,0.7460848,0.708479,nan,0.7668052,nan,0.13076147,nan,0.1382076,nan,1421,0,2579,0,"[[342, 0, 658, 0], [367, 0, 633, 0], [312, 0, 688, 0], [400, 0, 600, 0]]"
1,7,20,0.2575,0.1682449732584625,0.1285193982839765,0.2575,0.2554233729881036,0.0,0.2586542201478024,0.0,0.365,0.0,0.665,0.0,0.30053519967064635,0.0,0.37244469336320357,0.0,0.7498805,0.71408844,nan,0.76977426,nan,0.12950285,nan,0.136364,nan,1429,0,2571,0,"[[365, 0, 635, 0], [359, 0, 641, 0], [335, 0, 665, 0], [370, 0, 630, 0]]"
1,9,20,0.246,0.15954340672303102,0.12124984295625922,0.246,0.23002084781097984,0.0,0.254978524014057,0.0,0.331,0.0,0.653,0.0,0.27142271422714226,0.0,0.3667509126649817,0.0,0.7467769,0.7053769,nan,0.7700391,nan,0.1294262,nan,0.13738908,nan,1439,0,2561,0,"[[331, 0, 669, 0], [362, 0, 638, 0], [347, 0, 653, 0], [399, 0, 601, 0]]"
1,19,20,0.2465,0.16117469876409365,0.12263844099136623,0.2465,0.2406526172671652,0.0,0.24990114669829971,0.0,0.354,0.0,0.632,0.0,0.28652367462565764,0.0,0.3581751204307169,0.0,0.7446407,0.71438354,nan,0.7622399,nan,0.13562341,nan,0.13738438,nan,1471,0,2529,0,"[[354, 0, 646, 0], [374, 0, 626, 0], [368, 0, 632, 0], [375, 0, 625, 0]]"
1,0,30,0.2465,0.16430487042126923,0.12323609711882941,0.2465,0.24779627815866798,0.0,0.24514811031664965,0.0,0.506,0.0,0.48,0.0,0.3326758711374096,0.0,0.32454361054766734,0.0,0.78498095,0.7876477,nan,0.78219986,nan,0.15079272,nan,0.14976488,nan,2042,0,1958,0,"[[506, 0, 494, 0], [511, 0, 489, 0], [520, 0, 480, 0], [505, 0, 495, 0]]"
1,1,30,0.25675,0.17099124434932197,0.12832422006210753,0.25675,0.2583845063769485,0.0,0.2549123738714817,0.0,0.547,0.0,0.48,0.0,0.3509785049727302,0.0,0.33298647242455776,0.0,0.79008496,0.79246885,nan,0.78740484,nan,0.14785394,nan,0.14257394,nan,2117,0,1883,0,"[[547, 0, 453, 0], [533, 0, 467, 0], [520, 0, 480, 0], [517, 0, 483, 0]]"
1,3,30,0.25075,0.1671419637273296,0.12540603974338915,0.25075,0.2491566265060241,0.0,0.25246753246753245,0.0,0.517,0.0,0.486,0.0,0.336260162601626,0.0,0.3323076923076923,0.0,0.7863111,0.7899093,nan,0.78243256,nan,0.14564556,nan,0.15015237,nan,2075,0,1925,0,"[[517, 0, 483, 0], [508, 0, 492, 0], [514, 0, 486, 0], [536, 0, 464, 0]]"
1,5,30,0.25625,0.17087339743589747,0.1283244680851064,0.25625,0.25,0.0,0.2632978723404255,0.0,0.53,0.0,0.495,0.0,0.33974358974358976,0.0,0.34375,0.0,0.7852638,0.79007304,nan,0.77984047,nan,0.14709215,nan,0.14857572,nan,2120,0,1880,0,"[[530, 0, 470, 0], [557, 0, 443, 0], [505, 0, 495, 0], [528, 0, 472, 0]]"
1,7,30,0.2555,0.17037789208027293,0.12781983471859867,0.2555,0.2491434165442976,0.0,0.2621359223300971,0.0,0.509,0.0,0.513,0.0,0.33453828458757806,0.0,0.3469732837335137,0.0,0.7828776,0.7854465,nan,0.78019595,nan,0.15044847,nan,0.14686972,nan,2043,0,1957,0,"[[509, 0, 491, 0], [515, 0, 485, 0], [487, 0, 513, 0], [532, 0, 468, 0]]"
1,9,30,0.2465,0.16435700074144008,0.12328994594248538,0.2465,0.24214145383104127,0.0,0.2510183299389002,0.0,0.493,0.0,0.493,0.0,0.32476943346508563,0.0,0.33265856950067474,0.0,0.78911155,0.7941194,nan,0.7839201,nan,0.14793074,nan,0.14852548,nan,2036,0,1964,0,"[[493, 0, 507, 0], [503, 0, 497, 0], [507, 0, 493, 0], [533, 0, 467, 0]]"
1,19,30,0.25425,0.16951098244586313,0.12725006147554854,0.25425,0.24964336661911554,0.0,0.25935687928307855,0.0,0.525,0.0,0.492,0.0,0.338382210763777,0.0,0.3396617190196755,0.0,0.7880117,0.79212487,nan,0.78345203,nan,0.14631496,nan,0.14655943,nan,2103,0,1897,0,"[[525, 0, 475, 0], [529, 0, 471, 0], [508, 0, 492, 0], [541, 0, 459, 0]]"
2,0,0,0.71575,0.7128991387582504,0.7138163135986179,0.71575,0.6909282700421941,0.7425944841675178,0.6840934371523916,0.737649063032368,0.655,0.727,0.615,0.866,0.6724845995893224,0.7347145022738757,0.6477093206951027,0.796688132474701,0.7284736,0.72759664,0.7087876,0.7075953,0.7615859,0.17759967,0.17759944,0.18003839,0.17672479,948,979,899,1174,"[[655, 87, 165, 93], [81, 727, 79, 113], [179, 104, 615, 102], [33, 61, 40, 866]]"
2,1,0,0.71575,0.7128991387582504,0.7138163135986179,0.71575,0.6909282700421941,0.7425944841675178,0.6840934371523916,0.737649063032368,0.655,0.727,0.615,0.866,0.6724845995893224,0.7347145022738757,0.6477093206951027,0.796688132474701,0.7284736,0.72759664,0.7087876,0.7075953,0.7615859,0.17759967,0.17759944,0.18003839,0.17672479,948,979,899,1174,"[[655, 87, 165, 93], [81, 727, 79, 113], [179, 104, 615, 102], [33, 61, 40, 866]]"
2,3,0,0.54325,0.5215449035731939,0.6943808716599998,0.54325,0.3868046571798189,0.7795454545454545,0.8951612903225806,0.716012084592145,0.897,0.343,0.222,0.711,0.5405242542934618,0.47638888888888886,0.3557692307692308,0.7134972403411942,0.70014524,0.72881144,0.6107928,0.5833043,0.7019726,0.17531712,0.15042824,0.11862209,0.16917694,2319,440,248,993,"[[897, 30, 18, 55], [499, 343, 6, 152], [659, 44, 222, 75], [264, 23, 2, 711]]"
2,5,0,0.40075,0.3399422078282181,0.6997680279253007,0.40075,0.3023182957393484,0.7904191616766467,0.9310344827586207,0.7753001715265866,0.965,0.132,0.054,0.452,0.4604007633587786,0.2262210796915167,0.10207939508506617,0.5710675931775111,0.7488478,0.7754871,0.5843234,0.52636254,0.6722552,0.15871859,0.13449259,0.09929602,0.14726771,3192,167,58,583,"[[965, 9, 2, 24], [795, 132, 1, 72], [895, 16, 54, 35], [537, 10, 1, 452]]"
2,7,0,0.3085,0.2075690415349398,0.696164243847599,0.3085,0.26699160574059033,0.8,0.92,0.7976653696498055,0.986,0.02,0.023,0.205,0.4202002983166418,0.03902439024390244,0.0448780487804878,0.3261734287987271,0.8091631,0.8246892,0.5764341,0.521773,0.6366544,0.13801666,0.08439195,0.09287617,0.13522789,3693,25,25,257,"[[986, 2, 2, 10], [963, 20, 0, 17], [950, 2, 23, 25], [794, 1, 0, 205]]"
2,9,0,0.28375,0.1653968704152939,0.5984911393473804,0.28375,0.260995522781143,0.5,0.9444444444444444,0.6885245901639344,0.991,0.001,0.017,0.126,0.41317490097977905,0.001996007984031936,0.03339882121807466,0.21301775147928995,0.8366792,0.8480875,0.5916488,0.5075237,0.63502675,0.12681061,0.023464173,0.07991326,0.12685657,3797,2,18,183,"[[991, 0, 1, 8], [983, 1, 0, 16], [949, 1, 17, 33], [874, 0, 0, 126]]"
2,19,0,0.25525,0.11324887092364277,0.3921590702805356,0.25525,0.2535677879714577,0.0,1.0,0.3150684931506849,0.995,0.0,0.003,0.023,0.4041429731925264,0.0,0.005982053838484547,0.04287045666356011,0.8343512,0.83933586,nan,0.5038808,0.5799851,0.11329667,nan,0.041663527,0.081813246,3924,0,3,73,"[[995, 0, 0, 5], [985, 0, 0, 15], [967, 0, 3, 30], [977, 0, 0, 23]]"
2,0,1,0.2915,0.17900807706002514,0.15259453620010197,0.2915,0.32722513089005234,0.0,0.28315301391035547,0.0,0.25,0.0,0.916,0.0,0.2834467120181406,0.0,0.43258559622195986,0.0,0.6508809,0.5845205,0.47716624,0.66660666,nan,0.080843344,0.0,0.1019926,nan,764,1,3235,0,"[[250, 0, 750, 0], [138, 0, 862, 0], [83, 1, 916, 0], [293, 0, 707, 0]]"
2,1,1,0.28925,0.17814744569130533,0.1511123094358937,0.28925,0.3235294117647059,0.0,0.2809198259788689,0.0,0.253,0.0,0.904,0.0,0.2839506172839506,0.0,0.42863916548127073,0.0,0.6508364,0.58204234,nan,0.6675539,nan,0.07601825,nan,0.101890005,nan,782,0,3218,0,"[[253, 0, 747, 0], [150, 0, 850, 0], [96, 0, 904, 0], [283, 0, 717, 0]]"
2,3,1,0.29225,0.17924019064389674,0.1536902835605896,0.29225,0.3315508021390374,0.0,0.283210332103321,0.0,0.248,0.0,0.921,0.0,0.2837528604118993,0.0,0.43320790216368765,0.0,0.64879405,0.5854669,nan,0.6633601,nan,0.07986769,nan,0.101783834,nan,748,0,3252,0,"[[248, 0, 752, 0], [132, 0, 868, 0], [79, 0, 921, 0], [289, 0, 711, 0]]"
2,5,1,0.294,0.18182097084084087,0.15521057108666503,0.294,0.3372093023255814,0.0,0.28363298202107873,0.0,0.261,0.0,0.915,0.0,0.294250281848929,0.0,0.43303360151443443,0.0,0.6486029,0.5868194,nan,0.66342634,nan,0.08054143,nan,0.10125386,nan,774,0,3226,0,"[[261, 0, 739, 0], [135, 0, 865, 0], [85, 0, 915, 0], [293, 0, 707, 0]]"
2,7,1,0.29375,0.18236901864175212,0.15669813379897415,0.29375,0.34509803921568627,0.0,0.2816944959802103,0.0,0.264,0.0,0.911,0.0,0.2991501416430595,0.0,0.430325932923949,0.0,0.6475213,0.586288,0.4580722,0.6620647,nan,0.082118824,0.0,0.100498475,nan,765,1,3234,0,"[[264, 0, 736, 0], [134, 0, 866, 0], [88, 1, 911, 0], [279, 0, 721, 0]]"
